Ranks,Nesting,Dset,Gset,OMP,PKG_LIMIT,ExecTime
32,GZD,32,2,10,75,3.8055
32,GZD,32,2,10,80,3.605
32,GZD,32,2,10,85,3.4047
32,GZD,32,2,10,90,3.2044
32,GZD,32,2,10,95,3.2043
32,GZD,32,2,10,100,3.2043
32,GZD,32,4,10,50,7.6192
32,GZD,32,4,10,55,7.0471
32,GZD,32,4,10,60,6.6264
32,GZD,32,4,10,65,5.816
32,GZD,32,4,10,70,5.2104
32,GZD,32,4,10,75,4.4066
32,GZD,32,4,10,80,4.0055
32,GZD,32,4,10,85,3.8053
32,GZD,32,4,10,90,3.8052
32,GZD,32,4,10,95,3.8052
32,GZD,32,4,10,100,3.6049
32,GZD,32,8,10,50,11.8376
32,GZD,32,8,10,55,10.6325
32,GZD,32,8,10,60,9.8258
32,GZD,32,8,10,65,9.0272
32,GZD,32,8,10,70,8.2132
32,GZD,32,8,10,75,7.4105
32,GZD,32,8,10,80,6.8095
32,GZD,32,8,10,85,6.6088
32,GZD,32,8,10,90,6.4083
32,GZD,32,8,10,95,6.4086
32,GZD,32,8,10,100,6.4089
32,GZD,32,16,10,50,20.8581
32,GZD,32,16,10,55,18.0579
32,GZD,32,16,10,60,16.8473
32,GZD,32,16,10,65,15.2294
32,GZD,32,16,10,70,14.023
32,GZD,32,16,10,75,13.0177
32,GZD,32,16,10,80,12.2162
32,GZD,32,16,10,85,11.6149
32,GZD,32,16,10,90,11.4145
32,GZD,32,16,10,95,11.4145
32,GZD,32,16,10,100,11.615
32,GZD,32,32,10,50,37.3002
32,GZD,32,32,10,55,32.8965
32,GZD,32,32,10,60,29.2556
32,GZD,32,32,10,65,27.0452
32,GZD,32,32,10,70,24.2347
32,GZD,32,32,10,75,22.83
32,GZD,32,32,10,80,21.8281
32,GZD,32,32,10,85,20.6259
32,GZD,32,32,10,90,20.2253
32,GZD,32,32,10,95,20.2251
32,GZD,32,32,10,100,20.6259
32,GZD,8,1,12,50,7.0727
32,GZD,8,1,12,55,6.6803
32,GZD,8,1,12,60,6.43
32,GZD,8,1,12,65,6.0272
32,GZD,8,1,12,70,3.8115
32,GZD,8,1,12,75,2.8065
32,GZD,8,1,12,80,2.6048
32,GZD,8,1,12,85,2.4046
32,GZD,8,1,12,90,2.604
32,GZD,8,1,12,95,2.2032
32,GZD,8,1,12,100,2.0031
32,GZD,8,2,12,50,6.6972
32,GZD,8,2,12,55,6.2582
32,GZD,8,2,12,60,6.0246
32,GZD,8,2,12,65,6.0303
32,GZD,8,2,12,70,3.6084
32,GZD,8,2,12,75,2.8064
32,GZD,8,2,12,80,2.6043
32,GZD,8,2,12,85,2.4047
32,GZD,8,2,12,90,2.4043
32,GZD,8,2,12,95,2.2034
32,GZD,8,2,12,100,2.2035
32,GZD,8,4,12,50,5.8564
32,GZD,8,4,12,55,5.8517
32,GZD,8,4,12,60,5.4653
32,GZD,8,4,12,65,5.2219
32,GZD,8,4,12,70,3.4094
32,GZD,8,4,12,75,2.8051
32,GZD,8,4,12,80,2.404
32,GZD,8,4,12,85,2.4036
32,GZD,8,4,12,90,2.203
32,GZD,8,4,12,95,2.0027
32,GZD,8,4,12,100,2.0027
32,GZD,8,8,12,50,6.2557
32,GZD,8,8,12,55,5.8533
32,GZD,8,8,12,60,5.8245
32,GZD,8,8,12,65,5.4484
32,GZD,8,8,12,70,4.2091
32,GZD,8,8,12,75,3.6064
32,GZD,8,8,12,80,3.4055
32,GZD,8,8,12,85,3.2046
32,GZD,8,8,12,90,3.0043
32,GZD,8,8,12,95,2.804
32,GZD,8,8,12,100,2.8039
32,GZD,8,16,12,50,9.0421
32,GZD,8,16,12,55,7.8441
32,GZD,8,16,12,60,7.4438
32,GZD,8,16,12,65,6.8146
32,GZD,8,16,12,70,6.2141
32,GZD,8,16,12,75,5.4092
32,GZD,8,16,12,80,5.2085
32,GZD,8,16,12,85,5.0069
32,GZD,8,16,12,90,4.6066
32,GZD,8,16,12,95,4.4059
32,GZD,8,16,12,100,4.4059
32,GZD,8,32,12,50,15.4761
32,GZD,8,32,12,55,13.4472
32,GZD,8,32,12,60,12.6614
32,GZD,8,32,12,65,11.6278
32,GZD,8,32,12,70,10.4182
32,GZD,8,32,12,75,10.016
32,GZD,8,32,12,80,9.2149
32,GZD,8,32,12,85,8.6115
32,GZD,8,32,12,90,8.2109
32,GZD,8,32,12,95,7.8104
32,GZD,8,32,12,100,7.8103
32,GZD,16,1,12,50,7.0556
32,GZD,16,1,12,55,6.4351
32,GZD,16,1,12,60,6.2453
32,GZD,16,1,12,65,5.8304
32,GZD,16,1,12,70,4.0112
32,GZD,16,1,12,75,3.0064
32,GZD,16,1,12,80,2.8064
32,GZD,16,1,12,85,2.6044
32,GZD,16,1,12,90,2.405
32,GZD,16,1,12,95,2.4037
32,GZD,16,1,12,100,2.2034
32,GZD,16,2,12,50,7.03
32,GZD,16,2,12,55,6.2505
32,GZD,16,2,12,60,6.0368
32,GZD,16,2,12,65,5.6323
32,GZD,16,2,12,70,3.8111
32,GZD,16,2,12,75,3.0053
32,GZD,16,2,12,80,2.8053
32,GZD,16,2,12,85,2.6039
32,GZD,16,2,12,90,2.604
32,GZD,16,2,12,95,2.4035
32,GZD,16,2,12,100,2.2031
32,GZD,16,4,12,50,6.8627
32,GZD,16,4,12,55,6.4394
32,GZD,16,4,12,60,6.4274
32,GZD,16,4,12,65,6.0423
32,GZD,16,4,12,70,4.2099
32,GZD,16,4,12,75,3.4057
32,GZD,16,4,12,80,3.0058
32,GZD,16,4,12,85,3.0042
32,GZD,16,4,12,90,2.8039
32,GZD,16,4,12,95,2.6035
32,GZD,16,4,12,100,2.4034
32,GZD,16,8,12,50,7.8401
32,GZD,16,8,12,55,7.2415
32,GZD,16,8,12,60,6.8445
32,GZD,16,8,12,65,6.4365
32,GZD,16,8,12,70,5.4116
32,GZD,16,8,12,75,4.6079
32,GZD,16,8,12,80,4.2068
32,GZD,16,8,12,85,4.2059
32,GZD,16,8,12,90,3.8051
32,GZD,16,8,12,95,3.6052
32,GZD,16,8,12,100,3.6049
32,GZD,16,16,12,50,13.0422
32,GZD,16,16,12,55,11.6394
32,GZD,16,16,12,60,10.627
32,GZD,16,16,12,65,9.6722
32,GZD,16,16,12,70,9.0178
32,GZD,16,16,12,75,8.0125
32,GZD,16,16,12,80,7.8119
32,GZD,16,16,12,85,7.4101
32,GZD,16,16,12,90,7.0092
32,GZD,16,16,12,95,6.6085
32,GZD,16,16,12,100,6.4088
32,GZD,16,32,12,50,23.5107
32,GZD,16,32,12,55,20.6815
32,GZD,16,32,12,60,18.6602
32,GZD,16,32,12,65,17.0482
32,GZD,16,32,12,70,15.4283
32,GZD,16,32,12,75,14.2223
32,GZD,16,32,12,80,13.2195
32,GZD,16,32,12,85,12.6177
32,GZD,16,32,12,90,12.2166
32,GZD,16,32,12,95,11.8148
32,GZD,16,32,12,100,11.6147
32,GZD,32,1,12,50,7.0669
32,GZD,32,1,12,55,6.2338
32,GZD,32,1,12,60,6.243
32,GZD,32,1,12,65,5.646
32,GZD,32,1,12,70,4.2072
32,GZD,32,1,12,75,3.4059
32,GZD,32,1,12,80,3.0051
32,GZD,32,1,12,85,3.005
32,GZD,32,1,12,90,2.8039
32,GZD,32,1,12,95,2.8041
32,GZD,32,1,12,100,2.6037
32,GZD,32,2,12,50,7.0393
32,GZD,32,2,12,55,6.4384
32,GZD,32,2,12,60,6.0404
32,GZD,32,2,12,65,5.831
32,GZD,32,2,12,70,4.6085
32,GZD,32,2,12,75,3.8066
32,GZD,32,2,12,80,3.8063
32,GZD,32,2,12,85,3.8056
32,GZD,32,2,12,90,3.4047
32,GZD,32,2,12,95,3.2043
32,GZD,32,2,12,100,3.2043
32,GZD,32,4,12,50,7.8347
32,GZD,32,4,12,55,6.8224
32,GZD,32,4,12,60,6.6463
32,GZD,32,4,12,65,6.4314
32,GZD,32,4,12,70,5.2117
32,GZD,32,4,12,75,4.4083
32,GZD,32,4,12,80,4.2068
32,GZD,32,4,12,85,4.2059
32,GZD,32,4,12,90,4.0056
32,GZD,32,4,12,95,3.6049
32,GZD,32,4,12,100,3.6049
32,GZD,32,8,12,50,12.8548
32,GZD,32,8,12,55,11.4556
32,GZD,32,8,12,60,10.2437
32,GZD,32,8,12,65,9.6273
32,GZD,32,8,12,70,8.8179
32,GZD,32,8,12,75,8.0134
32,GZD,32,8,12,80,7.4117
32,GZD,32,8,12,85,7.2099
32,GZD,32,8,12,90,6.6088
32,GZD,32,8,12,95,6.4089
32,GZD,32,8,12,100,6.2083
32,GZD,32,16,12,50,23.4759
32,GZD,32,16,12,55,20.4904
32,GZD,32,16,12,60,18.2685
32,GZD,32,16,12,65,16.4757
32,GZD,32,16,12,70,15.2327
32,GZD,32,16,12,75,13.8208
32,GZD,32,16,12,80,12.8195
32,GZD,32,16,12,85,12.2161
32,GZD,32,16,12,90,11.8149
32,GZD,32,16,12,95,11.4153
32,GZD,32,16,12,100,11.2142
32,GZD,32,32,12,50,41.3223
32,GZD,32,32,12,55,36.3034
32,GZD,32,32,12,60,32.8541
32,GZD,32,32,12,65,29.6532
32,GZD,32,32,12,70,26.8409
32,GZD,32,32,12,75,24.2339
32,GZD,32,32,12,80,23.0322
32,GZD,32,32,12,85,21.8278
32,GZD,32,32,12,90,21.226
32,GZD,32,32,12,95,20.2257
32,GZD,32,32,12,100,20.0256
32,ZDG,8,1,4,50,19.641
32,ZDG,8,1,4,55,16.8318
32,ZDG,8,1,4,60,15.2188
32,ZDG,8,1,4,65,14.2162
32,ZDG,8,1,4,70,13.8167
32,ZDG,8,1,4,75,14.2166
32,ZDG,8,1,4,80,14.4164
32,ZDG,8,1,4,85,14.017
32,ZDG,8,1,4,90,14.4165
32,ZDG,8,1,4,95,13.816
32,ZDG,8,1,4,100,14.0162
32,ZDG,8,2,4,50,25.2707
32,ZDG,8,2,4,55,21.238
32,ZDG,8,2,4,60,19.6292
32,ZDG,8,2,4,65,18.8214
32,ZDG,8,2,4,70,18.622
32,ZDG,8,2,4,75,18.4213
32,ZDG,8,2,4,80,18.2208
32,ZDG,8,2,4,85,18.0208
32,ZDG,8,2,4,90,18.2206
32,ZDG,8,2,4,95,18.6215
32,ZDG,8,2,4,100,18.4215
32,ZDG,8,4,4,50,36.8711
32,ZDG,8,4,4,55,31.4523
32,ZDG,8,4,4,60,29.6346
32,ZDG,8,4,4,65,27.8315
32,ZDG,8,4,4,70,27.0303
32,ZDG,8,4,4,75,27.2306
32,ZDG,8,4,4,80,27.631
32,ZDG,8,4,4,85,27.4306
32,ZDG,8,4,4,90,27.2302
32,ZDG,8,4,4,95,27.4309
32,ZDG,8,4,4,100,27.6312
32,ZDG,8,8,4,50,65.325
32,ZDG,8,8,4,55,60.2757
32,ZDG,8,8,4,60,55.2695
32,ZDG,8,8,4,65,53.2564
32,ZDG,8,8,4,70,53.2557
32,ZDG,8,8,4,75,52.0543
32,ZDG,8,8,4,80,52.6551
32,ZDG,8,8,4,85,51.0546
32,ZDG,8,8,4,90,51.4539
32,ZDG,8,8,4,95,51.255
32,ZDG,8,8,4,100,53.657
32,ZDG,8,16,4,50,114.1563
32,ZDG,8,16,4,55,103.3173
32,ZDG,8,16,4,60,97.1034
32,ZDG,8,16,4,65,92.8911
32,ZDG,8,16,4,70,93.6925
32,ZDG,8,16,4,75,91.891
32,ZDG,8,16,4,80,92.6922
32,ZDG,8,16,4,85,91.8914
32,ZDG,8,16,4,90,93.0924
32,ZDG,8,16,4,95,90.0896
32,ZDG,8,16,4,100,90.6966
32,ZDG,8,32,4,50,242.8873
32,ZDG,8,32,4,55,218.6272
32,ZDG,8,32,4,60,211.4056
32,ZDG,8,32,4,65,187.9774
32,ZDG,8,32,4,70,192.9832
32,ZDG,8,32,4,75,200.3884
32,ZDG,8,32,4,80,186.1762
32,ZDG,8,32,4,85,197.1868
32,ZDG,8,32,4,90,192.1842
32,ZDG,8,32,4,95,185.5742
32,ZDG,8,32,4,100,195.7859
32,ZDG,16,1,4,50,24.8463
32,ZDG,16,1,4,55,21.631
32,ZDG,16,1,4,60,20.2353
32,ZDG,16,1,4,65,19.0217
32,ZDG,16,1,4,70,18.2207
32,ZDG,16,1,4,75,18.2208
32,ZDG,16,1,4,80,18.4209
32,ZDG,16,1,4,85,18.221
32,ZDG,16,1,4,90,18.4218
32,ZDG,16,1,4,95,18.02
32,ZDG,16,1,4,100,18.4209
32,ZDG,16,2,4,50,36.0561
32,ZDG,16,2,4,55,31.4617
32,ZDG,16,2,4,60,29.0448
32,ZDG,16,2,4,65,28.2326
32,ZDG,16,2,4,70,27.8312
32,ZDG,16,2,4,75,27.6309
32,ZDG,16,2,4,80,26.8304
32,ZDG,16,2,4,85,27.2304
32,ZDG,16,2,4,90,27.031
32,ZDG,16,2,4,95,27.2309
32,ZDG,16,2,4,100,27.2297
32,ZDG,16,4,4,50,63.091
32,ZDG,16,4,4,55,56.6779
32,ZDG,16,4,4,60,53.0633
32,ZDG,16,4,4,65,50.0539
32,ZDG,16,4,4,70,49.6524
32,ZDG,16,4,4,75,50.2538
32,ZDG,16,4,4,80,48.8525
32,ZDG,16,4,4,85,48.2523
32,ZDG,16,4,4,90,48.6521
32,ZDG,16,4,4,95,50.2568
32,ZDG,16,4,4,100,49.4516
32,ZDG,16,8,4,50,101.3626
32,ZDG,16,8,4,55,96.7157
32,ZDG,16,8,4,60,86.2938
32,ZDG,16,8,4,65,82.6832
32,ZDG,16,8,4,70,84.8846
32,ZDG,16,8,4,75,84.4843
32,ZDG,16,8,4,80,82.6827
32,ZDG,16,8,4,85,85.4846
32,ZDG,16,8,4,90,83.8854
32,ZDG,16,8,4,95,86.287
32,ZDG,16,8,4,100,84.285
32,ZDG,16,16,4,50,214.2454
32,ZDG,16,16,4,55,197.0055
32,ZDG,16,16,4,60,182.3911
32,ZDG,16,16,4,65,174.3661
32,ZDG,16,16,4,70,165.9573
32,ZDG,16,16,4,75,175.1668
32,ZDG,16,16,4,80,173.3741
32,ZDG,16,16,4,85,172.7647
32,ZDG,16,16,4,90,169.1599
32,ZDG,16,16,4,95,172.562
32,ZDG,16,16,4,100,176.1651
32,ZDG,16,32,4,50,365.8235
32,ZDG,16,32,4,55,330.3337
32,ZDG,16,32,4,60,309.297
32,ZDG,16,32,4,65,304.0814
32,ZDG,16,32,4,70,288.2665
32,ZDG,16,32,4,75,288.2668
32,ZDG,16,32,4,80,296.4862
32,ZDG,16,32,4,85,292.2747
32,ZDG,16,32,4,90,291.667
32,ZDG,16,32,4,95,300.4755
32,ZDG,16,32,4,100,297.6745
32,ZDG,32,1,4,50,30.8526
32,ZDG,32,1,4,55,26.0525
32,ZDG,32,1,4,60,24.0281
32,ZDG,32,1,4,65,24.0273
32,ZDG,32,1,4,70,23.0258
32,ZDG,32,1,4,75,23.4262
32,ZDG,32,1,4,80,22.8259
32,ZDG,32,1,4,85,23.0256
32,ZDG,32,1,4,90,23.2262
32,ZDG,32,1,4,95,23.4263
32,ZDG,32,1,4,100,23.4265
32,ZDG,32,2,4,50,54.7078
32,ZDG,32,2,4,55,50.0709
32,ZDG,32,2,4,60,46.0542
32,ZDG,32,2,4,65,45.0473
32,ZDG,32,2,4,70,43.2457
32,ZDG,32,2,4,75,43.8462
32,ZDG,32,2,4,80,43.4463
32,ZDG,32,2,4,85,42.8452
32,ZDG,32,2,4,90,43.2461
32,ZDG,32,2,4,95,43.8454
32,ZDG,32,2,4,100,43.6468
32,ZDG,32,4,4,50,97.7472
32,ZDG,32,4,4,55,87.7025
32,ZDG,32,4,4,60,81.2816
32,ZDG,32,4,4,65,81.0807
32,ZDG,32,4,4,70,78.8774
32,ZDG,32,4,4,75,80.6824
32,ZDG,32,4,4,80,79.8797
32,ZDG,32,4,4,85,80.4793
32,ZDG,32,4,4,90,80.6806
32,ZDG,32,4,4,95,79.8777
32,ZDG,32,4,4,100,79.6805
32,ZDG,32,8,4,50,202.079
32,ZDG,32,8,4,55,185.001
32,ZDG,32,8,4,60,169.766
32,ZDG,32,8,4,65,154.7482
32,ZDG,32,8,4,70,162.1517
32,ZDG,32,8,4,75,164.1549
32,ZDG,32,8,4,80,164.7574
32,ZDG,32,8,4,85,162.7532
32,ZDG,32,8,4,90,168.1613
32,ZDG,32,8,4,95,164.3535
32,ZDG,32,8,4,100,169.7601
32,ZDG,32,16,4,50,347.4058
32,ZDG,32,16,4,55,325.931
32,ZDG,32,16,4,60,305.8871
32,ZDG,32,16,4,65,301.6806
32,ZDG,32,16,4,70,290.0672
32,ZDG,32,16,4,75,298.2764
32,ZDG,32,16,4,80,293.2749
32,ZDG,32,16,4,85,290.8686
32,ZDG,32,16,4,90,294.8736
32,ZDG,32,16,4,95,291.07
32,ZDG,32,16,4,100,297.2726
32,ZDG,32,32,4,50,649.9649
32,ZDG,32,32,4,55,597.0389
32,ZDG,32,32,4,60,571.9402
32,ZDG,32,32,4,65,552.1128
32,ZDG,32,32,4,70,549.1002
32,ZDG,32,32,4,75,537.9
32,ZDG,32,32,4,80,551.309
32,ZDG,32,32,4,85,552.3023
32,ZDG,32,32,4,90,539.0981
32,ZDG,32,32,4,95,526.2863
32,ZDG,32,32,4,100,538.5047
32,ZDG,8,1,8,50,24.9185
32,ZDG,8,1,8,55,22.069
32,ZDG,8,1,8,60,20.0586
32,ZDG,8,1,8,65,18.4501
32,ZDG,8,1,8,70,16.4274
32,ZDG,8,1,8,75,15.2202
32,ZDG,8,1,8,80,14.8194
32,ZDG,8,1,8,85,15.0205
32,ZDG,8,1,8,90,14.8194
32,ZDG,8,1,8,95,14.6184
32,ZDG,8,1,8,100,15.2199
32,ZDG,8,2,8,50,31.3081
32,ZDG,8,2,8,55,28.488
32,ZDG,8,2,8,60,26.8591
32,ZDG,8,2,8,65,23.6477
32,ZDG,8,2,8,70,21.2288
32,ZDG,8,2,8,75,19.8257
32,ZDG,8,2,8,80,19.2243
32,ZDG,8,2,8,85,19.6246
32,ZDG,8,2,8,90,20.025
32,ZDG,8,2,8,95,19.8246
32,ZDG,8,2,8,100,19.6248
32,ZDG,8,4,8,50,48.1466
32,ZDG,8,4,8,55,42.9055
32,ZDG,8,4,8,60,38.6849
32,ZDG,8,4,8,65,34.459
32,ZDG,8,4,8,70,32.8439
32,ZDG,8,4,8,75,31.0385
32,ZDG,8,4,8,80,30.4376
32,ZDG,8,4,8,85,30.8384
32,ZDG,8,4,8,90,30.4376
32,ZDG,8,4,8,95,30.4379
32,ZDG,8,4,8,100,30.638
32,ZDG,8,8,8,50,85.7858
32,ZDG,8,8,8,55,76.7623
32,ZDG,8,8,8,60,73.1329
32,ZDG,8,8,8,65,65.0871
32,ZDG,8,8,8,70,61.2753
32,ZDG,8,8,8,75,59.8725
32,ZDG,8,8,8,80,58.6685
32,ZDG,8,8,8,85,58.4676
32,ZDG,8,8,8,90,59.2701
32,ZDG,8,8,8,95,57.6676
32,ZDG,8,8,8,100,58.2679
32,ZDG,8,16,8,50,143.9287
32,ZDG,8,16,8,55,130.8506
32,ZDG,8,16,8,60,123.2204
32,ZDG,8,16,8,65,116.7612
32,ZDG,8,16,8,70,110.5286
32,ZDG,8,16,8,75,106.9233
32,ZDG,8,16,8,80,106.1185
32,ZDG,8,16,8,85,105.7165
32,ZDG,8,16,8,90,106.3184
32,ZDG,8,16,8,95,106.1167
32,ZDG,8,16,8,100,105.7178
32,ZDG,8,32,8,50,320.1668
32,ZDG,8,32,8,55,276.4694
32,ZDG,8,32,8,60,267.8014
32,ZDG,8,32,8,65,244.2852
32,ZDG,8,32,8,70,241.0666
32,ZDG,8,32,8,75,212.23
32,ZDG,8,32,8,80,215.0337
32,ZDG,8,32,8,85,218.4358
32,ZDG,8,32,8,90,222.0369
32,ZDG,8,32,8,95,213.2304
32,ZDG,8,32,8,100,222.2381
32,ZDG,16,1,8,50,31.7125
32,ZDG,16,1,8,55,29.087
32,ZDG,16,1,8,60,27.2518
32,ZDG,16,1,8,65,23.4468
32,ZDG,16,1,8,70,21.0284
32,ZDG,16,1,8,75,20.2259
32,ZDG,16,1,8,80,19.8255
32,ZDG,16,1,8,85,20.426
32,ZDG,16,1,8,90,20.0252
32,ZDG,16,1,8,95,20.025
32,ZDG,16,1,8,100,19.4242
32,ZDG,16,2,8,50,46.968
32,ZDG,16,2,8,55,42.2793
32,ZDG,16,2,8,60,37.9015
32,ZDG,16,2,8,65,35.0547
32,ZDG,16,2,8,70,31.4415
32,ZDG,16,2,8,75,30.8386
32,ZDG,16,2,8,80,30.0379
32,ZDG,16,2,8,85,29.837
32,ZDG,16,2,8,90,30.038
32,ZDG,16,2,8,95,30.4373
32,ZDG,16,2,8,100,29.6371
32,ZDG,16,4,8,50,83.0247
32,ZDG,16,4,8,55,72.7564
32,ZDG,16,4,8,60,69.1402
32,ZDG,16,4,8,65,63.3006
32,ZDG,16,4,8,70,58.8762
32,ZDG,16,4,8,75,57.4683
32,ZDG,16,4,8,80,54.4649
32,ZDG,16,4,8,85,55.0676
32,ZDG,16,4,8,90,54.6644
32,ZDG,16,4,8,95,55.0645
32,ZDG,16,4,8,100,55.0649
32,ZDG,16,8,8,50,141.0635
32,ZDG,16,8,8,55,125.6214
32,ZDG,16,8,8,60,116.6054
32,ZDG,16,8,8,65,111.753
32,ZDG,16,8,8,70,103.9244
32,ZDG,16,8,8,75,98.9121
32,ZDG,16,8,8,80,96.7085
32,ZDG,16,8,8,85,98.9098
32,ZDG,16,8,8,90,99.7102
32,ZDG,16,8,8,95,97.9097
32,ZDG,16,8,8,100,96.9061
32,ZDG,16,16,8,50,282.6985
32,ZDG,16,16,8,55,266.2483
32,ZDG,16,16,8,60,236.5577
32,ZDG,16,16,8,65,225.2699
32,ZDG,16,16,8,70,216.2386
32,ZDG,16,16,8,75,215.6347
32,ZDG,16,16,8,80,215.636
32,ZDG,16,16,8,85,208.2226
32,ZDG,16,16,8,90,194.8066
32,ZDG,16,16,8,95,199.011
32,ZDG,16,16,8,100,196.2117
32,ZDG,16,32,8,50,507.6546
32,ZDG,16,32,8,55,468.5496
32,ZDG,16,32,8,60,430.3668
32,ZDG,16,32,8,65,397.5115
32,ZDG,16,32,8,70,390.0219
32,ZDG,16,32,8,75,359.5787
32,ZDG,16,32,8,80,347.3673
32,ZDG,16,32,8,85,358.9872
32,ZDG,16,32,8,90,359.7825
32,ZDG,16,32,8,95,357.9716
32,ZDG,16,32,8,100,345.3631
32,ZDG,32,1,8,50,45.0998
32,ZDG,32,1,8,55,38.6756
32,ZDG,32,1,8,60,35.4925
32,ZDG,32,1,8,65,32.0763
32,ZDG,32,1,8,70,29.0384
32,ZDG,32,1,8,75,27.6352
32,ZDG,32,1,8,80,27.8345
32,ZDG,32,1,8,85,27.6336
32,ZDG,32,1,8,90,28.0352
32,ZDG,32,1,8,95,27.2331
32,ZDG,32,1,8,100,27.4343
32,ZDG,32,2,8,50,79.8121
32,ZDG,32,2,8,55,70.1629
32,ZDG,32,2,8,60,64.532
32,ZDG,32,2,8,65,60.6861
32,ZDG,32,2,8,70,56.8691
32,ZDG,32,2,8,75,52.4615
32,ZDG,32,2,8,80,53.2629
32,ZDG,32,2,8,85,52.4616
32,ZDG,32,2,8,90,52.6654
32,ZDG,32,2,8,95,53.461
32,ZDG,32,2,8,100,53.8631
32,ZDG,32,4,8,50,139.421
32,ZDG,32,4,8,55,124.82
32,ZDG,32,4,8,60,113.7784
32,ZDG,32,4,8,65,105.5547
32,ZDG,32,4,8,70,100.7154
32,ZDG,32,4,8,75,97.3104
32,ZDG,32,4,8,80,93.7036
32,ZDG,32,4,8,85,94.7027
32,ZDG,32,4,8,90,94.7039
32,ZDG,32,4,8,95,96.3057
32,ZDG,32,4,8,100,92.7005
32,ZDG,32,8,8,50,273.0898
32,ZDG,32,8,8,55,248.3943
32,ZDG,32,8,8,60,233.9464
32,ZDG,32,8,8,65,222.2681
32,ZDG,32,8,8,70,205.8412
32,ZDG,32,8,8,75,203.2185
32,ZDG,32,8,8,80,194.0078
32,ZDG,32,8,8,85,198.813
32,ZDG,32,8,8,90,194.6103
32,ZDG,32,8,8,95,200.0102
32,ZDG,32,8,8,100,199.6118
32,ZDG,32,16,8,50,478.6312
32,ZDG,32,16,8,55,452.8956
32,ZDG,32,16,8,60,415.3644
32,ZDG,32,16,8,65,405.6749
32,ZDG,32,16,8,70,376.6074
32,ZDG,32,16,8,75,369.7886
32,ZDG,32,16,8,80,336.356
32,ZDG,32,16,8,85,347.3679
32,ZDG,32,16,8,90,350.3713
32,ZDG,32,16,8,95,348.7646
32,ZDG,32,16,8,100,346.362
32,ZDG,32,32,8,50,947.0266
32,ZDG,32,32,8,55,862.3886
32,ZDG,32,32,8,60,762.9997
32,ZDG,32,32,8,65,735.0235
32,ZDG,32,32,8,70,681.7594
32,ZDG,32,32,8,75,670.3023
32,ZDG,32,32,8,80,655.8888
32,ZDG,32,32,8,85,637.874
32,ZDG,32,32,8,90,658.4882
32,ZDG,32,32,8,95,644.8759
32,ZDG,32,32,8,100,640.4729
32,ZDG,8,1,10,50,27.7349
32,ZDG,8,1,10,55,25.482
32,ZDG,8,1,10,60,23.6757
32,ZDG,8,1,10,65,21.2742
32,ZDG,8,1,10,70,18.8295
32,ZDG,8,1,10,75,17.0263
32,ZDG,8,1,10,80,16.0229
32,ZDG,8,1,10,85,16.0226
32,ZDG,8,1,10,90,16.022
32,ZDG,8,1,10,95,16.2228
32,ZDG,8,1,10,100,15.8235
32,ZDG,8,2,10,50,36.6744
32,ZDG,8,2,10,55,33.0712
32,ZDG,8,2,10,60,30.8592
32,ZDG,8,2,10,65,28.8623
32,ZDG,8,2,10,70,25.4425
32,ZDG,8,2,10,75,23.6352
32,ZDG,8,2,10,80,22.4307
32,ZDG,8,2,10,85,21.6289
32,ZDG,8,2,10,90,22.2301
32,ZDG,8,2,10,95,21.6299
32,ZDG,8,2,10,100,22.4309
32,ZDG,8,4,10,50,55.5458
32,ZDG,8,4,10,55,49.3396
32,ZDG,8,4,10,60,45.5551
32,ZDG,8,4,10,65,43.4809
32,ZDG,8,4,10,70,39.2613
32,ZDG,8,4,10,75,35.852
32,ZDG,8,4,10,80,33.846
32,ZDG,8,4,10,85,33.8456
32,ZDG,8,4,10,90,33.6441
32,ZDG,8,4,10,95,33.2445
32,ZDG,8,4,10,100,32.8429
32,ZDG,8,8,10,50,100.429
32,ZDG,8,8,10,55,90.4256
32,ZDG,8,8,10,60,83.8243
32,ZDG,8,8,10,65,79.7484
32,ZDG,8,8,10,70,74.903
32,ZDG,8,8,10,75,68.29
32,ZDG,8,8,10,80,66.6859
32,ZDG,8,8,10,85,66.083
32,ZDG,8,8,10,90,65.481
32,ZDG,8,8,10,95,64.6807
32,ZDG,8,8,10,100,63.2798
32,ZDG,8,16,10,50,179.2216
32,ZDG,8,16,10,55,157.5981
32,ZDG,8,16,10,60,142.8753
32,ZDG,8,16,10,65,142.2431
32,ZDG,8,16,10,70,127.7661
32,ZDG,8,16,10,75,122.7532
32,ZDG,8,16,10,80,117.5407
32,ZDG,8,16,10,85,117.3395
32,ZDG,8,16,10,90,113.9359
32,ZDG,8,16,10,95,112.5349
32,ZDG,8,16,10,100,112.1319
32,ZDG,8,32,10,50,360.7295
32,ZDG,8,32,10,55,329.8307
32,ZDG,8,32,10,60,287.6814
32,ZDG,8,32,10,65,286.6309
32,ZDG,8,32,10,70,265.5539
32,ZDG,8,32,10,75,259.7291
32,ZDG,8,32,10,80,260.3083
32,ZDG,8,32,10,85,235.4776
32,ZDG,8,32,10,90,240.2807
32,ZDG,8,32,10,95,234.874
32,ZDG,8,32,10,100,242.0861
32,ZDG,16,1,10,50,37.1202
32,ZDG,16,1,10,55,34.3129
32,ZDG,16,1,10,60,31.0958
32,ZDG,16,1,10,65,29.4804
