Ranks,Nesting,Dset,Gset,OMP,PKG_LIMIT,ExecTime
96,GDZ,16,1,2,75,3.004
96,GDZ,16,1,2,80,3.2042
96,GDZ,16,1,2,85,2.8038
96,GDZ,16,1,2,90,2.8038
96,GDZ,16,1,2,95,2.8038
96,GDZ,16,1,2,100,2.8038
96,GDZ,16,2,2,50,4.8371
96,GDZ,16,2,2,55,4.2194
96,GDZ,16,2,2,60,3.6054
96,GDZ,16,2,2,65,3.2045
96,GDZ,16,2,2,70,2.4034
96,GDZ,16,2,2,75,2.203
96,GDZ,16,2,2,80,2.203
96,GDZ,16,2,2,85,2.203
96,GDZ,16,2,2,90,2.2031
96,GDZ,16,2,2,95,2.203
96,GDZ,16,2,2,100,2.4033
96,GDZ,16,4,2,50,4.8141
96,GDZ,16,4,2,55,4.418
96,GDZ,16,4,2,60,3.807
96,GDZ,16,4,2,65,3.2047
96,GDZ,16,4,2,70,2.8038
96,GDZ,16,4,2,75,2.4033
96,GDZ,16,4,2,80,2.4032
96,GDZ,16,4,2,85,2.203
96,GDZ,16,4,2,90,2.203
96,GDZ,16,4,2,95,2.4033
96,GDZ,16,4,2,100,2.203
96,GDZ,16,8,2,50,5.2142
96,GDZ,16,8,2,55,4.6248
96,GDZ,16,8,2,60,4.0063
96,GDZ,16,8,2,65,3.4047
96,GDZ,16,8,2,70,2.6036
96,GDZ,16,8,2,75,2.4033
96,GDZ,16,8,2,80,3.004
96,GDZ,16,8,2,85,2.6036
96,GDZ,16,8,2,90,2.6035
96,GDZ,16,8,2,95,2.6035
96,GDZ,16,8,2,100,2.4032
96,GDZ,16,16,2,50,5.4197
96,GDZ,16,16,2,55,5.0106
96,GDZ,16,16,2,60,4.6078
96,GDZ,16,16,2,65,4.0057
96,GDZ,16,16,2,70,3.2043
96,GDZ,16,16,2,75,3.004
96,GDZ,16,16,2,80,2.8038
96,GDZ,16,16,2,85,2.8038
96,GDZ,16,16,2,90,2.8036
96,GDZ,16,16,2,95,3.2043
96,GDZ,16,16,2,100,3.2042
96,GDZ,16,32,2,50,8.212
96,GDZ,16,32,2,55,7.4168
96,GDZ,16,32,2,60,6.4087
96,GDZ,16,32,2,65,5.8076
96,GDZ,16,32,2,70,5.2067
96,GDZ,16,32,2,75,5.207
96,GDZ,16,32,2,80,5.2068
96,GDZ,16,32,2,85,5.2068
96,GDZ,16,32,2,90,5.4071
96,GDZ,16,32,2,95,5.2068
96,GDZ,16,32,2,100,5.2069
96,GDZ,32,1,2,50,4.8372
96,GDZ,32,1,2,55,4.4114
96,GDZ,32,1,2,60,3.8056
96,GDZ,32,1,2,65,3.0045
96,GDZ,32,1,2,70,2.4031
96,GDZ,32,1,2,75,2.203
96,GDZ,32,1,2,80,2.203
96,GDZ,32,1,2,85,2.2031
96,GDZ,32,1,2,90,2.203
96,GDZ,32,1,2,95,2.203
96,GDZ,32,1,2,100,2.4033
96,GDZ,32,2,2,50,5.0332
96,GDZ,32,2,2,55,4.4256
96,GDZ,32,2,2,60,3.4053
96,GDZ,32,2,2,65,3.4047
96,GDZ,32,2,2,70,2.4033
96,GDZ,32,2,2,75,2.4031
96,GDZ,32,2,2,80,2.203
96,GDZ,32,2,2,85,2.4032
96,GDZ,32,2,2,90,2.4033
96,GDZ,32,2,2,95,2.203
96,GDZ,32,2,2,100,2.4033
96,GDZ,32,4,2,50,5.236
96,GDZ,32,4,2,55,4.8323
96,GDZ,32,4,2,60,4.0113
96,GDZ,32,4,2,65,3.6048
96,GDZ,32,4,2,70,3.004
96,GDZ,32,4,2,75,2.4032
96,GDZ,32,4,2,80,2.8036
96,GDZ,32,4,2,85,2.8037
96,GDZ,32,4,2,90,2.6036
96,GDZ,32,4,2,95,2.6035
96,GDZ,32,4,2,100,2.8038
96,GDZ,32,8,2,50,5.621
96,GDZ,32,8,2,55,5.0206
96,GDZ,32,8,2,60,4.4107
96,GDZ,32,8,2,65,4.0053
96,GDZ,32,8,2,70,3.4046
96,GDZ,32,8,2,75,3.0041
96,GDZ,32,8,2,80,3.0039
96,GDZ,32,8,2,85,3.2042
96,GDZ,32,8,2,90,3.004
96,GDZ,32,8,2,95,2.8037
96,GDZ,32,8,2,100,2.8038
96,GDZ,32,16,2,50,7.4285
96,GDZ,32,16,2,55,6.4156
96,GDZ,32,16,2,60,6.0079
96,GDZ,32,16,2,65,5.0067
96,GDZ,32,16,2,70,4.4058
96,GDZ,32,16,2,75,4.2055
96,GDZ,32,16,2,80,4.4059
96,GDZ,32,16,2,85,4.4059
96,GDZ,32,16,2,90,4.4057
96,GDZ,32,16,2,95,4.2057
96,GDZ,32,16,2,100,4.4057
96,GDZ,32,32,2,50,13.4267
96,GDZ,32,32,2,55,11.8164
96,GDZ,32,32,2,60,10.614
96,GDZ,32,32,2,65,9.6126
96,GDZ,32,32,2,70,9.0115
96,GDZ,32,32,2,75,9.0117
96,GDZ,32,32,2,80,9.2118
96,GDZ,32,32,2,85,9.0119
96,GDZ,32,32,2,90,9.6123
96,GDZ,32,32,2,95,9.2116
96,GDZ,32,32,2,100,9.0116
96,GDZ,8,1,3,50,6.0388
96,GDZ,8,1,3,55,5.0345
96,GDZ,8,1,3,60,4.213
96,GDZ,8,1,3,65,3.4116
96,GDZ,8,1,3,70,3.0044
96,GDZ,8,1,3,75,2.4033
96,GDZ,8,1,3,80,2.6037
96,GDZ,8,1,3,85,2.6038
96,GDZ,8,1,3,90,2.4033
96,GDZ,8,1,3,95,2.6036
96,GDZ,8,1,3,100,2.4033
96,GDZ,8,2,3,50,4.8552
96,GDZ,8,2,3,55,4.6281
96,GDZ,8,2,3,60,3.6185
96,GDZ,8,2,3,65,3.2054
96,GDZ,8,2,3,70,2.8041
96,GDZ,8,2,3,75,2.203
96,GDZ,8,2,3,80,2.4034
96,GDZ,8,2,3,85,2.2031
96,GDZ,8,2,3,90,2.0028
96,GDZ,8,2,3,95,2.0028
96,GDZ,8,2,3,100,2.0029
96,GDZ,8,4,3,50,4.4281
96,GDZ,8,4,3,55,4.0269
96,GDZ,8,4,3,60,3.6305
96,GDZ,8,4,3,65,3.0224
96,GDZ,8,4,3,70,2.2032
96,GDZ,8,4,3,75,2.003
96,GDZ,8,4,3,80,2.0028
96,GDZ,8,4,3,85,1.8025
96,GDZ,8,4,3,90,1.8026
96,GDZ,8,4,3,95,1.8026
96,GDZ,8,4,3,100,1.8026
96,GDZ,8,8,3,50,5.2237
96,GDZ,8,8,3,55,4.8278
96,GDZ,8,8,3,60,4.0128
96,GDZ,8,8,3,65,3.6056
96,GDZ,8,8,3,70,2.804
96,GDZ,8,8,3,75,2.6037
96,GDZ,8,8,3,80,2.2031
96,GDZ,8,8,3,85,2.4034
96,GDZ,8,8,3,90,2.0027
96,GDZ,8,8,3,95,2.4032
96,GDZ,8,8,3,100,2.2031
96,GDZ,8,16,3,50,5.4458
96,GDZ,8,16,3,55,4.8088
96,GDZ,8,16,3,60,4.4125
96,GDZ,8,16,3,65,4.0062
96,GDZ,8,16,3,70,3.4049
96,GDZ,8,16,3,75,2.8039
96,GDZ,8,16,3,80,2.6037
96,GDZ,8,16,3,85,2.6037
96,GDZ,8,16,3,90,2.4033
96,GDZ,8,16,3,95,2.6036
96,GDZ,8,16,3,100,2.6036
96,GDZ,8,32,3,50,6.8155
96,GDZ,8,32,3,55,6.2134
96,GDZ,8,32,3,60,5.6082
96,GDZ,8,32,3,65,5.0114
96,GDZ,8,32,3,70,4.4062
96,GDZ,8,32,3,75,4.0054
96,GDZ,8,32,3,80,3.6049
96,GDZ,8,32,3,85,3.6049
96,GDZ,8,32,3,90,3.8051
96,GDZ,8,32,3,95,3.6049
96,GDZ,8,32,3,100,3.8053
96,GDZ,16,1,3,50,5.2545
96,GDZ,16,1,3,55,4.6198
96,GDZ,16,1,3,60,3.8256
96,GDZ,16,1,3,65,3.0111
96,GDZ,16,1,3,70,2.4036
96,GDZ,16,1,3,75,2.2031
96,GDZ,16,1,3,80,2.8038
96,GDZ,16,1,3,85,2.0029
96,GDZ,16,1,3,90,2.203
96,GDZ,16,1,3,95,2.2032
96,GDZ,16,1,3,100,2.2032
96,GDZ,16,2,3,50,4.8387
96,GDZ,16,2,3,55,4.2306
96,GDZ,16,2,3,60,3.6193
96,GDZ,16,2,3,65,3.215
96,GDZ,16,2,3,70,2.6039
96,GDZ,16,2,3,75,2.003
96,GDZ,16,2,3,80,2.0028
96,GDZ,16,2,3,85,1.8026
96,GDZ,16,2,3,90,1.8024
96,GDZ,16,2,3,95,1.8025
96,GDZ,16,2,3,100,1.8027
96,GDZ,16,4,3,50,4.8257
96,GDZ,16,4,3,55,4.2391
96,GDZ,16,4,3,60,3.8241
96,GDZ,16,4,3,65,3.4185
96,GDZ,16,4,3,70,2.604
96,GDZ,16,4,3,75,2.0028
96,GDZ,16,4,3,80,2.0028
96,GDZ,16,4,3,85,1.8027
96,GDZ,16,4,3,90,2.0027
96,GDZ,16,4,3,95,2.0029
96,GDZ,16,4,3,100,1.8025
96,GDZ,16,8,3,50,5.4436
96,GDZ,16,8,3,55,5.2267
96,GDZ,16,8,3,60,4.6453
96,GDZ,16,8,3,65,4.0072
96,GDZ,16,8,3,70,3.2046
96,GDZ,16,8,3,75,2.6036
96,GDZ,16,8,3,80,2.6037
96,GDZ,16,8,3,85,2.6036
96,GDZ,16,8,3,90,2.4033
96,GDZ,16,8,3,95,2.6037
96,GDZ,16,8,3,100,2.6037
96,GDZ,16,16,3,50,5.8352
96,GDZ,16,16,3,55,5.2296
96,GDZ,16,16,3,60,5.0211
96,GDZ,16,16,3,65,4.2145
96,GDZ,16,16,3,70,3.8052
96,GDZ,16,16,3,75,3.2045
96,GDZ,16,16,3,80,2.8038
96,GDZ,16,16,3,85,2.8037
96,GDZ,16,16,3,90,2.8038
96,GDZ,16,16,3,95,2.804
96,GDZ,16,16,3,100,2.8039
96,GDZ,16,32,3,50,8.6224
96,GDZ,16,32,3,55,8.0126
96,GDZ,16,32,3,60,7.2231
96,GDZ,16,32,3,65,6.4093
96,GDZ,16,32,3,70,6.0082
96,GDZ,16,32,3,75,5.4074
96,GDZ,16,32,3,80,5.207
96,GDZ,16,32,3,85,5.2071
96,GDZ,16,32,3,90,5.207
96,GDZ,16,32,3,95,5.2071
96,GDZ,16,32,3,100,5.0066
96,GDZ,32,1,3,50,4.619
96,GDZ,32,1,3,55,4.2164
96,GDZ,32,1,3,60,3.8139
96,GDZ,32,1,3,65,3.4135
96,GDZ,32,1,3,70,2.4042
96,GDZ,32,1,3,75,2.003
96,GDZ,32,1,3,80,1.8025
96,GDZ,32,1,3,85,1.8027
96,GDZ,32,1,3,90,1.8026
96,GDZ,32,1,3,95,1.8025
96,GDZ,32,1,3,100,2.0028
96,GDZ,32,2,3,50,4.8513
96,GDZ,32,2,3,55,4.2258
96,GDZ,32,2,3,60,4.0192
96,GDZ,32,2,3,65,3.4191
96,GDZ,32,2,3,70,2.6037
96,GDZ,32,2,3,75,2.4035
96,GDZ,32,2,3,80,1.8026
96,GDZ,32,2,3,85,1.8027
96,GDZ,32,2,3,90,2.2031
96,GDZ,32,2,3,95,1.8025
96,GDZ,32,2,3,100,2.0028
96,GDZ,32,4,3,50,5.233
96,GDZ,32,4,3,55,4.6454
96,GDZ,32,4,3,60,4.0134
96,GDZ,32,4,3,65,3.8063
96,GDZ,32,4,3,70,2.804
96,GDZ,32,4,3,75,2.4034
96,GDZ,32,4,3,80,2.203
96,GDZ,32,4,3,85,2.2031
96,GDZ,32,4,3,90,2.203
96,GDZ,32,4,3,95,2.4034
96,GDZ,32,4,3,100,2.2031
96,GDZ,32,8,3,50,5.8315
96,GDZ,32,8,3,55,5.2216
96,GDZ,32,8,3,60,4.8089
96,GDZ,32,8,3,65,4.4135
96,GDZ,32,8,3,70,3.6052
96,GDZ,32,8,3,75,3.2044
96,GDZ,32,8,3,80,3.0041
96,GDZ,32,8,3,85,2.8038
96,GDZ,32,8,3,90,2.8037
96,GDZ,32,8,3,95,2.8039
96,GDZ,32,8,3,100,2.6036
96,GDZ,32,16,3,50,7.6251
96,GDZ,32,16,3,55,7.032
96,GDZ,32,16,3,60,6.4099
96,GDZ,32,16,3,65,6.0212
96,GDZ,32,16,3,70,5.007
96,GDZ,32,16,3,75,4.6063
96,GDZ,32,16,3,80,4.2057
96,GDZ,32,16,3,85,4.406
96,GDZ,32,16,3,90,4.4059
96,GDZ,32,16,3,95,4.2059
96,GDZ,32,16,3,100,4.2058
96,GDZ,32,32,3,50,14.6254
96,GDZ,32,32,3,55,13.2381
96,GDZ,32,32,3,60,12.0175
96,GDZ,32,32,3,65,10.6148
96,GDZ,32,32,3,70,9.8132
96,GDZ,32,32,3,75,9.2124
96,GDZ,32,32,3,80,9.2121
96,GDZ,32,32,3,85,8.8117
96,GDZ,32,32,3,90,9.2121
96,GDZ,32,32,3,95,8.812
96,GDZ,32,32,3,100,8.8116
96,GDZ,8,1,4,50,5.4576
96,GDZ,8,1,4,55,4.436
96,GDZ,8,1,4,60,4.424
96,GDZ,8,1,4,65,3.8352
96,GDZ,8,1,4,70,2.8058
96,GDZ,8,1,4,75,2.2033
96,GDZ,8,1,4,80,2.2033
96,GDZ,8,1,4,85,2.0028
96,GDZ,8,1,4,90,1.8026
96,GDZ,8,1,4,95,2.0029
96,GDZ,8,1,4,100,1.8026
96,GDZ,8,2,4,50,4.426
96,GDZ,8,2,4,55,4.2307
96,GDZ,8,2,4,60,3.6199
96,GDZ,8,2,4,65,3.0143
96,GDZ,8,2,4,70,2.4041
96,GDZ,8,2,4,75,2.2038
96,GDZ,8,2,4,80,1.8025
96,GDZ,8,2,4,85,1.8026
96,GDZ,8,2,4,90,1.6023
96,GDZ,8,2,4,95,2.203
96,GDZ,8,2,4,100,1.6021
96,GDZ,8,4,4,50,4.0309
96,GDZ,8,4,4,55,3.6079
96,GDZ,8,4,4,60,3.0338
96,GDZ,8,4,4,65,3.2371
96,GDZ,8,4,4,70,2.0043
96,GDZ,8,4,4,75,1.8035
96,GDZ,8,4,4,80,1.6034
96,GDZ,8,4,4,85,1.6022
96,GDZ,8,4,4,90,1.402
96,GDZ,8,4,4,95,1.6022
96,GDZ,8,4,4,100,1.4022
96,GDZ,8,8,4,50,4.2638
96,GDZ,8,8,4,55,3.8331
96,GDZ,8,8,4,60,3.6142
96,GDZ,8,8,4,65,3.0291
96,GDZ,8,8,4,70,2.4048
96,GDZ,8,8,4,75,2.0035
96,GDZ,8,8,4,80,2.0028
96,GDZ,8,8,4,85,2.0029
96,GDZ,8,8,4,90,1.6023
96,GDZ,8,8,4,95,1.6022
96,GDZ,8,8,4,100,1.6024
96,GDZ,8,16,4,50,5.4174
96,GDZ,8,16,4,55,5.2225
96,GDZ,8,16,4,60,5.0255
96,GDZ,8,16,4,65,4.4144
96,GDZ,8,16,4,70,3.6063
96,GDZ,8,16,4,75,3.0048
96,GDZ,8,16,4,80,2.8038
96,GDZ,8,16,4,85,2.8038
96,GDZ,8,16,4,90,2.6036
96,GDZ,8,16,4,95,2.4033
96,GDZ,8,16,4,100,2.6036
96,GDZ,8,32,4,50,7.2149
96,GDZ,8,32,4,55,6.6349
96,GDZ,8,32,4,60,6.218
96,GDZ,8,32,4,65,5.416
96,GDZ,8,32,4,70,5.2089
96,GDZ,8,32,4,75,4.4062
96,GDZ,8,32,4,80,4.0053
96,GDZ,8,32,4,85,3.805
96,GDZ,8,32,4,90,3.6047
96,GDZ,8,32,4,95,3.6049
96,GDZ,8,32,4,100,3.6047
96,GDZ,16,1,4,50,4.4648
96,GDZ,16,1,4,55,4.222
96,GDZ,16,1,4,60,4.0219
96,GDZ,16,1,4,65,3.4124
96,GDZ,16,1,4,70,2.406
96,GDZ,16,1,4,75,2.0035
96,GDZ,16,1,4,80,1.8028
96,GDZ,16,1,4,85,1.8025
96,GDZ,16,1,4,90,1.8026
96,GDZ,16,1,4,95,1.6023
96,GDZ,16,1,4,100,1.6024
96,GDZ,16,2,4,50,4.0342
96,GDZ,16,2,4,55,4.0229
96,GDZ,16,2,4,60,3.4334
96,GDZ,16,2,4,65,2.8144
96,GDZ,16,2,4,70,2.2054
96,GDZ,16,2,4,75,1.8033
96,GDZ,16,2,4,80,1.8029
96,GDZ,16,2,4,85,1.6022
96,GDZ,16,2,4,90,1.6023
96,GDZ,16,2,4,95,1.4019
96,GDZ,16,2,4,100,1.6023
96,GDZ,16,4,4,50,4.4278
96,GDZ,16,4,4,55,4.2126
96,GDZ,16,4,4,60,3.6269
96,GDZ,16,4,4,65,3.2313
96,GDZ,16,4,4,70,2.4041
96,GDZ,16,4,4,75,2.2041
96,GDZ,16,4,4,80,1.8026
96,GDZ,16,4,4,85,1.8025
96,GDZ,16,4,4,90,1.4021
96,GDZ,16,4,4,95,1.8026
96,GDZ,16,4,4,100,1.6022
96,GDZ,16,8,4,50,4.6241
96,GDZ,16,8,4,55,4.6378
96,GDZ,16,8,4,60,4.0343
96,GDZ,16,8,4,65,3.8194
96,GDZ,16,8,4,70,3.0066
96,GDZ,16,8,4,75,2.2036
96,GDZ,16,8,4,80,2.2032
96,GDZ,16,8,4,85,2.0029
96,GDZ,16,8,4,90,1.8025
96,GDZ,16,8,4,95,1.8024
96,GDZ,16,8,4,100,2.0032
96,GDZ,16,16,4,50,5.8191
96,GDZ,16,16,4,55,5.4169
96,GDZ,16,16,4,60,4.8092
96,GDZ,16,16,4,65,4.4377
96,GDZ,16,16,4,70,4.2085
96,GDZ,16,16,4,75,3.2045
96,GDZ,16,16,4,80,3.2044
96,GDZ,16,16,4,85,3.004
96,GDZ,16,16,4,90,2.6034
96,GDZ,16,16,4,95,2.6035
96,GDZ,16,16,4,100,2.6034
96,GDZ,16,32,4,50,9.6437
96,GDZ,16,32,4,55,8.6215
96,GDZ,16,32,4,60,8.0195
96,GDZ,16,32,4,65,7.2106
96,GDZ,16,32,4,70,6.6106
96,GDZ,16,32,4,75,5.8087
96,GDZ,16,32,4,80,5.8078
96,GDZ,16,32,4,85,5.2069
96,GDZ,16,32,4,90,5.0064
96,GDZ,16,32,4,95,5.0064
96,GDZ,16,32,4,100,5.4073
96,GDZ,32,1,4,50,4.639
96,GDZ,32,1,4,55,4.2395
96,GDZ,32,1,4,60,3.6293
96,GDZ,32,1,4,65,3.6335
96,GDZ,32,1,4,70,2.4048
96,GDZ,32,1,4,75,1.8034
96,GDZ,32,1,4,80,2.0034
96,GDZ,32,1,4,85,1.6025
96,GDZ,32,1,4,90,1.6023
96,GDZ,32,1,4,95,1.6024
96,GDZ,32,1,4,100,1.402
96,GDZ,32,2,4,50,4.4297
96,GDZ,32,2,4,55,4.0374
96,GDZ,32,2,4,60,3.8261
96,GDZ,32,2,4,65,3.6158
96,GDZ,32,2,4,70,2.4068
96,GDZ,32,2,4,75,1.8034
96,GDZ,32,2,4,80,1.803
96,GDZ,32,2,4,85,1.8025
96,GDZ,32,2,4,90,1.8027
96,GDZ,32,2,4,95,1.8025
96,GDZ,32,2,4,100,2.0028
96,GDZ,32,4,4,50,5.0238
96,GDZ,32,4,4,55,4.2384
96,GDZ,32,4,4,60,4.2259
96,GDZ,32,4,4,65,3.8282
96,GDZ,32,4,4,70,2.6086
96,GDZ,32,4,4,75,2.4044
96,GDZ,32,4,4,80,2.4034
96,GDZ,32,4,4,85,2.0028
96,GDZ,32,4,4,90,2.0028
96,GDZ,32,4,4,95,1.8026
96,GDZ,32,4,4,100,2.0028
96,GDZ,32,8,4,50,5.6263
96,GDZ,32,8,4,55,5.0376
96,GDZ,32,8,4,60,4.8304
96,GDZ,32,8,4,65,4.0143
96,GDZ,32,8,4,70,3.4053
96,GDZ,32,8,4,75,2.8041
96,GDZ,32,8,4,80,2.6037
96,GDZ,32,8,4,85,2.6037
96,GDZ,32,8,4,90,2.203
96,GDZ,32,8,4,95,2.2031
96,GDZ,32,8,4,100,2.203
96,GDZ,32,16,4,50,8.4165
96,GDZ,32,16,4,55,7.2222
96,GDZ,32,16,4,60,6.6206
96,GDZ,32,16,4,65,6.2102
96,GDZ,32,16,4,70,5.6085
96,GDZ,32,16,4,75,5.0074
96,GDZ,32,16,4,80,4.6061
96,GDZ,32,16,4,85,4.4059
96,GDZ,32,16,4,90,4.2055
96,GDZ,32,16,4,95,4.0053
96,GDZ,32,16,4,100,4.0053
96,GDZ,32,32,4,50,16.6313
96,GDZ,32,32,4,55,14.6243
96,GDZ,32,32,4,60,13.4206
96,GDZ,32,32,4,65,12.0183
96,GDZ,32,32,4,70,11.0156
96,GDZ,32,32,4,75,9.8138
96,GDZ,32,32,4,80,9.6129
96,GDZ,32,32,4,85,9.2123
96,GDZ,32,32,4,90,8.8113
96,GDZ,32,32,4,95,9.0121
96,GDZ,32,32,4,100,8.8114
96,GZD,8,1,2,50,5.6203
96,GZD,8,1,2,55,4.6076
96,GZD,8,1,2,60,4.0059
96,GZD,8,1,2,65,2.804
96,GZD,8,1,2,70,2.4032
96,GZD,8,1,2,75,2.4033
96,GZD,8,1,2,80,2.6035
96,GZD,8,1,2,85,2.4034
96,GZD,8,1,2,90,2.4032
96,GZD,8,1,2,95,2.4033
96,GZD,8,1,2,100,2.4033
96,GZD,8,2,2,50,5.0171
96,GZD,8,2,2,55,4.4181
96,GZD,8,2,2,60,3.4107
96,GZD,8,2,2,65,2.8038
96,GZD,8,2,2,70,2.4032
96,GZD,8,2,2,75,2.4034
96,GZD,8,2,2,80,2.2031
96,GZD,8,2,2,85,2.4033
96,GZD,8,2,2,90,2.4034
96,GZD,8,2,2,95,2.203
96,GZD,8,2,2,100,2.203
96,GZD,8,4,2,50,4.615
96,GZD,8,4,2,55,3.6114
96,GZD,8,4,2,60,3.2045
96,GZD,8,4,2,65,2.6037
96,GZD,8,4,2,70,2.0027
96,GZD,8,4,2,75,2.0028
96,GZD,8,4,2,80,2.0028
96,GZD,8,4,2,85,2.0028
96,GZD,8,4,2,90,2.0028
96,GZD,8,4,2,95,2.0027
96,GZD,8,4,2,100,2.0027
96,GZD,8,8,2,50,4.8091
96,GZD,8,8,2,55,4.2164
96,GZD,8,8,2,60,3.0042
96,GZD,8,8,2,65,2.6036
96,GZD,8,8,2,70,2.2031
96,GZD,8,8,2,75,2.4032
96,GZD,8,8,2,80,2.0027
96,GZD,8,8,2,85,2.0028
96,GZD,8,8,2,90,2.0028
96,GZD,8,8,2,95,2.6034
96,GZD,8,8,2,100,2.0027
96,GZD,8,16,2,50,4.8081
96,GZD,8,16,2,55,4.0062
96,GZD,8,16,2,60,3.4047
96,GZD,8,16,2,65,3.2044
96,GZD,8,16,2,70,2.4032
96,GZD,8,16,2,75,2.4033
96,GZD,8,16,2,80,2.4032
96,GZD,8,16,2,85,2.4031
96,GZD,8,16,2,90,2.8037
96,GZD,8,16,2,95,2.4032
96,GZD,8,16,2,100,2.6035
96,GZD,8,32,2,50,5.8265
96,GZD,8,32,2,55,5.2077
96,GZD,8,32,2,60,4.4061
96,GZD,8,32,2,65,4.0053
96,GZD,8,32,2,70,3.4045
96,GZD,8,32,2,75,3.4046
96,GZD,8,32,2,80,3.4046
96,GZD,8,32,2,85,3.4046
96,GZD,8,32,2,90,3.4044
96,GZD,8,32,2,95,3.6048
96,GZD,8,32,2,100,4.2055
96,GZD,16,1,2,50,5.4228
96,GZD,16,1,2,55,4.6096
96,GZD,16,1,2,60,3.8061
96,GZD,16,1,2,65,3.2045
96,GZD,16,1,2,70,3.0041
96,GZD,16,1,2,75,3.0041
96,GZD,16,1,2,80,2.8038
96,GZD,16,1,2,85,2.6036
96,GZD,16,1,2,90,2.8037
96,GZD,16,1,2,95,2.6035
96,GZD,16,1,2,100,2.6035
96,GZD,16,2,2,50,5.2163
96,GZD,16,2,2,55,4.4065
96,GZD,16,2,2,60,3.2046
96,GZD,16,2,2,65,3.0041
96,GZD,16,2,2,70,2.4033
96,GZD,16,2,2,75,2.2029
96,GZD,16,2,2,80,2.203
96,GZD,16,2,2,85,2.203
96,GZD,16,2,2,90,2.4033
96,GZD,16,2,2,95,2.203
96,GZD,16,2,2,100,2.4034
96,GZD,16,4,2,50,5.0087
96,GZD,16,4,2,55,4.2065
96,GZD,16,4,2,60,3.2046
96,GZD,16,4,2,65,2.6035
96,GZD,16,4,2,70,2.6034
96,GZD,16,4,2,75,2.4033
96,GZD,16,4,2,80,2.4032
96,GZD,16,4,2,85,2.4032
96,GZD,16,4,2,90,2.6034
96,GZD,16,4,2,95,3.0041
96,GZD,16,4,2,100,2.6036
96,GZD,16,8,2,50,5.2085
96,GZD,16,8,2,55,4.4111
96,GZD,16,8,2,60,3.4047
96,GZD,16,8,2,65,2.8039
96,GZD,16,8,2,70,3.004
96,GZD,16,8,2,75,2.6035
96,GZD,16,8,2,80,2.6035
96,GZD,16,8,2,85,2.6034
96,GZD,16,8,2,90,2.6034
96,GZD,16,8,2,95,2.6035
96,GZD,16,8,2,100,2.6034
96,GZD,16,16,2,50,5.8147
96,GZD,16,16,2,55,5.2075
96,GZD,16,16,2,60,4.0057
96,GZD,16,16,2,65,3.8051
96,GZD,16,16,2,70,3.2042
96,GZD,16,16,2,75,3.2044
96,GZD,16,16,2,80,3.0039
96,GZD,16,16,2,85,3.0039
96,GZD,16,16,2,90,3.004
96,GZD,16,16,2,95,3.004
96,GZD,16,16,2,100,3.2042
96,GZD,16,32,2,50,7.8123
96,GZD,16,32,2,55,7.6109
96,GZD,16,32,2,60,6.8092
96,GZD,16,32,2,65,6.008
96,GZD,16,32,2,70,5.6072
96,GZD,16,32,2,75,5.407
96,GZD,16,32,2,80,5.2067
96,GZD,16,32,2,85,5.8075
96,GZD,16,32,2,90,5.8075
96,GZD,16,32,2,95,5.6072
96,GZD,16,32,2,100,5.2069
96,GZD,32,1,2,50,5.442
96,GZD,32,1,2,55,4.8135
96,GZD,32,1,2,60,4.4066
96,GZD,32,1,2,65,3.8051
96,GZD,32,1,2,70,3.2044
96,GZD,32,1,2,75,3.0039
96,GZD,32,1,2,80,3.4045
96,GZD,32,1,2,85,3.0041
96,GZD,32,1,2,90,3.2044
96,GZD,32,1,2,95,3.4045
96,GZD,32,1,2,100,3.2043
96,GZD,32,2,2,50,5.6148
96,GZD,32,2,2,55,5.0073
96,GZD,32,2,2,60,4.0056
96,GZD,32,2,2,65,3.8052
96,GZD,32,2,2,70,3.2043
96,GZD,32,2,2,75,3.004
96,GZD,32,2,2,80,3.4046
96,GZD,32,2,2,85,3.004
96,GZD,32,2,2,90,4.2056
96,GZD,32,2,2,95,3.2043
96,GZD,32,2,2,100,3.2044
96,GZD,32,4,2,50,6.009
96,GZD,32,4,2,55,5.2089
96,GZD,32,4,2,60,4.4062
96,GZD,32,4,2,65,3.6049
96,GZD,32,4,2,70,3.4045
96,GZD,32,4,2,75,3.6047
96,GZD,32,4,2,80,3.6048
96,GZD,32,4,2,85,3.4045
96,GZD,32,4,2,90,3.6048
96,GZD,32,4,2,95,3.6047
96,GZD,32,4,2,100,3.2043
96,GZD,32,8,2,50,6.2279
96,GZD,32,8,2,55,5.8086
96,GZD,32,8,2,60,4.8067
96,GZD,32,8,2,65,4.6063
96,GZD,32,8,2,70,3.6046
96,GZD,32,8,2,75,3.6048
96,GZD,32,8,2,80,3.8049
96,GZD,32,8,2,85,3.6049
96,GZD,32,8,2,90,4.4058
96,GZD,32,8,2,95,4.2056
96,GZD,32,8,2,100,3.6049
96,GZD,32,16,2,50,8.0148
96,GZD,32,16,2,55,7.0162
96,GZD,32,16,2,60,6.2086
96,GZD,32,16,2,65,5.8075
96,GZD,32,16,2,70,5.2068
96,GZD,32,16,2,75,5.2068
96,GZD,32,16,2,80,5.2069
96,GZD,32,16,2,85,5.2068
96,GZD,32,16,2,90,5.2068
96,GZD,32,16,2,95,5.0065
96,GZD,32,16,2,100,5.2069
96,GZD,32,32,2,50,14.4218
